时间,人群名称,人群类型,推广设备,产品线,计划,单元,展现数,点击数,点击率,总费用,千次展现成本,平均点击成本,总订单行,总订单金额,转化率,ROI
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),T33P+Q216B0T_烟灶套装_单投,搜索0PC,25077,117,0.47%,546.94,21.81,4.67,23,19682.15,19.66%,35.99
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,无线,京东直投,,,25024,119,0.48%,348.31,13.92,2.93,2,1248,1.68%,3.58
20190604~20190626,【新】品类7天浏览未购0燃气灶,新标签人群,无线,品牌聚效,6月京选店铺_厨大,京选店铺_厨大,24918,1815,7.28%,6776.76,271.96,3.73,243,220215.1,13.39%,32.5
20190604~20190626,【新】油烟机入口top单品浏览未购,新标签人群,无线,京东快车(搜索),J57_油烟机_单投,搜索0核心0无线,24842,1723,6.94%,9440.1,380.01,5.48,107,102314,6.21%,10.84
20190604~20190626,默认浏览人群,京选人群,无线,京东快车(搜索),T33P+Q216B0T_烟灶套装_单投,搜索0无线,24786,1599,6.45%,8991.54,362.77,5.62,364,409142.55,22.76%,45.5
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,PC,京东快车(搜索),T33P+Q216B0T_烟灶套装_单投,搜索0PC,24438,63,0.26%,326.09,13.34,5.18,3,1299,4.76%,3.98
20190604~20190626,【新】竞品品牌浏览未购0消毒柜,新标签人群,PC,京东快车(搜索),80K03_消毒柜_单投,搜索0PC,24317,87,0.36%,327.48,13.47,3.76,11,4989,12.64%,15.23
20190604~20190626,【新】烟灶套装入口top单品浏览未购,新标签人群,无线,京东快车(搜索),J18_油烟机_单投,搜索0核心0无线,24036,1895,7.88%,8517.92,354.38,4.49,123,104611,6.49%,12.28
20190604~20190626,【新】浏览店铺产品未购买油烟机,新标签人群,无线,京东快车(搜索),腰部广告_厨大,烟灶消店铺,24030,1059,4.41%,5120.04,213.07,4.83,105,68153,9.92%,13.31
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,PC,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0PC,23743,135,0.57%,932.44,39.27,6.91,33,46364.66,24.44%,49.72
20190604~20190626,【新】浏览店铺产品未购买消毒柜,新标签人群,无线,京东快车(搜索),腰部广告_厨大,烟灶消店铺,23547,1108,4.71%,5506.65,233.86,4.97,116,77630,10.47%,14.1
20190604~20190626,【新】油烟机搜索未购0关键词,新标签人群,无线,品牌聚效,6月京选店铺_厨大,京选店铺_厨大,23347,1776,7.61%,8084.01,346.25,4.55,253,245771.6,14.25%,30.4
20190604~20190626,【新】家装未浏览烟灶消,新标签人群,无线,京东直投,,,23255,61,0.26%,189.06,8.13,3.1,0,0,0,0
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,PC,京东快车(搜索),T33P_油烟机_单投,搜索0PC,23059,218,0.95%,866.58,37.58,3.98,23,21824.67,10.55%,25.18
20190604~20190626,【新】油烟机入口top单品浏览未购,新标签人群,PC,京东快车(搜索),J18_油烟机_单投,搜索0PC,23045,225,0.98%,968.62,42.03,4.3,14,13457,6.22%,13.89
20190604~20190626,【新】618大促京东直投广告再营销人群,京选人群,无线,京东快车(搜索),腰部广告_厨大,烟灶消店铺,23026,734,3.19%,3381.78,146.87,4.61,67,47690,9.13%,14.1
20190604~20190626,【新】品类7天浏览未购0油烟机,新标签人群,PC,京东快车(搜索),J57+Q390T_烟灶套装_单投,搜索0PC,23010,100,0.43%,467.44,20.31,4.67,11,12504,11.00%,26.75
20190604~20190626,【新】竞品品牌浏览未购0消毒柜,新标签人群,无线,京东快车(搜索),100G01_消毒柜_单投,搜索0无线,22679,1209,5.33%,4704.58,207.44,3.89,67,49829,5.54%,10.59
20190604~20190626,【新】消毒柜搜索未购0类目,新标签人群,PC,京东快车(搜索),100Q33_消毒柜_单投,搜索0PC,22649,603,2.66%,1460.1,64.47,2.42,93,94466,15.42%,64.7
20190604~20190626,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,PC,京东快车(搜索),J58+Q390T_烟灶套装_单投,搜索0PC,22647,333,1.47%,1451.99,64.11,4.36,115,136901.99,34.53%,94.29
20190604~20190626,【新】油烟机入口top单品浏览未购,新标签人群,无线,京东快车(搜索),T59C+Q390T_烟灶套装_单投,核心词0无线,22179,1479,6.67%,9918.92,447.22,6.71,83,96425,5.61%,9.72
20190604~20190626,【新】消毒柜搜索未购0关键词,新标签人群,PC,京东快车(搜索),100Q33_消毒柜_单投,搜索0PC,22132,506,2.29%,1225.46,55.37,2.42,67,69110.08,13.24%,56.4
20190604~20190626,618大促类目购买意向人群【油烟机】,标签人群,无线,京东快车(搜索),秒杀计划,美的（Midea）_油烟机,22065,1339,6.07%,4810.09,218,3.59,216,242340,16.13%,50.38
20190604~20190626,【新】爆品浏览未购买0烟灶套装,新标签人群,无线,京东直投,,,21839,87,0.40%,256.94,11.77,2.95,1,449,1.15%,1.75
20190604~20190626,【新】烟灶套装入口top单品浏览未购,新标签人群,无线,京东快车(搜索),J59C+Q390T_烟灶套装_单投,核心词0无线,21583,1926,8.92%,11499.82,532.82,5.97,131,163500,6.80%,14.22
20190604~20190626,【新】消毒柜嵌入式入口Top单品浏览未购,新标签人群,无线,京东快车(搜索),110Q37_消毒柜_单投,搜索0无线,21538,2986,13.86%,11329.51,526.02,3.79,213,251170,7.13%,22.17
20190604~20190626,【新】油烟机搜索未购0类目,新标签人群,无线,京东直投,,,21531,246,1.14%,217.49,10.1,0.88,25,23416,10.16%,107.66
20190604~20190626,【新】竞品高端品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),J18_油烟机_单投,搜索0核心0无线,21523,1689,7.85%,7671.89,356.45,4.54,101,95852,5.98%,12.49
20190604~20190626,【新】竞品高端品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),T36_油烟机_单投,搜索0核心0无线,21306,1767,8.29%,9799.78,459.95,5.55,125,149290.5,7.07%,15.23
20190604~20190626,【新】家装未浏览烟灶消,新标签人群,无线,京东直投,,,21202,109,0.51%,71.54,3.37,0.66,0,0,0,0
20190604~20190626,【新】品类7天浏览未购0消毒柜,新标签人群,无线,京东快车(搜索),腰部广告_厨大,烟灶消店铺,21091,969,4.59%,4030.3,191.09,4.16,95,57700.5,9.80%,14.32
20190604~20190626,【新】竞品低端品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),T36_油烟机_单投,搜索0核心0无线,20786,1365,6.57%,7581.58,364.74,5.55,92,99059,6.74%,13.07
20190604~20190626,【新】烟灶套装入口top单品浏览未购,新标签人群,无线,京东快车(搜索),T33P_油烟机_单投,搜索0核心0无线,20617,1427,6.92%,7004.81,339.76,4.91,87,87143,6.10%,12.44
20190604~20190626,【新】油烟机搜索未购0关键词,新标签人群,PC,京东快车(搜索),T33P+Q216B0T_烟灶套装_单投,搜索0PC,20517,49,0.24%,260.7,12.71,5.32,2,1299,4.08%,4.98
20190604~20190626,【新】油烟机搜索未购0关键词,新标签人群,无线,京东快车(搜索),T33P+Q216B0T_烟灶套装_单投,搜索0无线,20508,852,4.15%,4846.88,236.34,5.69,72,65267,8.45%,13.47
20190604~20190626,【新】美的品牌浏览未购0燃气灶,新标签人群,PC,京东快车(搜索),Q216B_燃气灶_单投,搜索0PC,20265,405,2.00%,1085.13,53.55,2.68,82,54202.5,20.25%,49.95
20190604~20190626,【新】品类7天浏览未购0燃气灶,新标签人群,PC,京东快车(搜索),Q35_燃气灶_单投,搜索0PC,20241,393,1.94%,1452.45,71.76,3.7,32,23641,8.14%,16.28
20190604~20190626,【新】油烟机搜索未购0关键词,新标签人群,无线,京东快车(搜索),腰部广告_厨大,烟灶消店铺,20172,755,3.74%,3074.11,152.39,4.07,47,37888,6.23%,12.32
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),J30+Q216B0T_烟灶套装_单投,搜索0PC,20079,515,2.56%,1896.34,94.44,3.68,180,172545.05,34.95%,90.99
20190604~20190626,【新】竞品高端品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),J58_油烟机_单投,搜索0核心0无线,19822,1301,6.56%,7367.3,371.67,5.66,71,79775.5,5.46%,10.83
20190604~20190626,【新】美的品牌浏览未购0油烟机,新标签人群,PC,京东快车(搜索),J18_油烟机_单投,搜索0PC,19683,233,1.18%,940.14,47.76,4.03,21,22019,9.01%,23.42
20190604~20190626,【新】品牌浏览+品类未购0油烟机,新标签人群,PC,京东快车(搜索),T36+Q390T_烟灶套装_单投,搜索0PC,19661,119,0.61%,838.3,42.64,7.04,31,43947.66,26.05%,52.42
20190604~20190626,【新】竞品高端品牌浏览未购0油烟机,新标签人群,无线,京东快车(搜索),T33P_油烟机_单投,搜索0核心0无线,19615,1566,7.98%,7579.16,386.4,4.84,92,97959,5.87%,12.92
