user_nick,crow_name,f_type,f_device,f_product_line,f_campaign,f_group,f_impression,f_click,f_click_rate,cost,ecpm,cpc,order_cnt,order_amt,cvr,roi
midea0bx3,九数_618_冰箱_类目内_高分段_无品牌倾向_0605,外部导入人群,无线,京东直投,,,143,5,3.50%,3.97,27.76,0.79,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_无品牌倾向_0607,外部导入人群,无线,京东直投,,,143,1,0.70%,1.01,7.06,1.01,0,0,0,0
midea0bx3,448030天浏览加购关注,标签人群,PC,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E)0新增词,142,6,4.23%,13.13,92.46,2.19,1,3499,16.67%,266.49
midea0bx3,【新】会买专辑0家电家装家具,新标签人群,PC,京东快车(搜索),冰箱0多门0318_冰箱_单投,冰箱0318WTPZM,141,0,0,0,0,0,0,0,0,0
midea0bx3,洗衣机0小天鹅核心意向,标签人群,无线,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM0新增词,141,10,7.09%,26.94,191.06,2.69,0,0,0,0
midea0bx3,九数618_冰箱_类目_高分_3.5k_4k_0616,外部导入人群,无线,京东直投,,,140,2,1.43%,2.92,20.86,1.46,1,2499,50.00%,855.82
midea0bx3,自定义0洗衣机0松下核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM0新增词,140,2,1.43%,9.83,70.21,4.92,0,0,0,0
midea0bx3,双11！冰箱的购买意向用户,,PC,京东快车(搜索),冰箱0三门0258P_冰箱_单投,冰箱0258WTPZM,140,0,0,0,0,0,0,0,0,0
midea0bx3,自定义0洗衣机0博世核心意向,标签人群,无线,京东快车(搜索),冰箱0三门0228P_冰箱_单投,冰箱0228WTPZM,136,1,0.74%,6.78,49.85,6.78,0,0,0,0
midea0bx3,【新】冰箱0十字对开TOP50,新标签人群,无线,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM0新增词,136,13,9.56%,41.95,308.46,3.23,0,0,0,0
midea0bx3,03290跨类目00.5分以下,外部导入人群,PC,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM0新增词,136,1,0.74%,3.63,26.69,3.63,0,0,0,0
midea0bx3,自定义0空调0奥克斯核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM0新增词,135,3,2.22%,6.51,48.22,2.17,1,6598,33.33%,1013.52
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0606,外部导入人群,无线,京东直投,,,134,1,0.75%,0.97,7.24,0.97,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0610,外部导入人群,无线,京东直投,,,134,2,1.49%,1.36,10.15,0.68,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0610,外部导入人群,无线,京东直投,,,132,2,1.52%,1.36,10.3,0.68,0,0,0,0
midea0bx3,自定义0洗衣机0博世核心意向,标签人群,无线,京东快车(搜索),冰箱0三门0260_冰箱_单投,冰箱0260WTPZM(E),131,9,6.87%,25.13,191.83,2.79,0,0,0,0
midea0bx3,【新】冰箱0关注店铺近3月未购,新标签人群,PC,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,130,3,2.31%,6.16,47.38,2.05,0,0,0,0
midea0bx3,【新】近半年购买美的空调+冰箱未购买,新标签人群,PC,京东快车(搜索),冰箱0三门0260_冰箱_单投,冰箱0260WTPZM(E),129,0,0,0,0,0,0,0,0,0
midea0bx3,自定义0洗衣机0TCL核心意向,标签人群,无线,京东快车(搜索),冰箱0对开门0525_冰箱_单投,冰箱0525WKPZM0非品牌长尾词,128,17,13.28%,37.58,293.59,2.21,0,0,0,0
midea0bx3,【新】冰箱0容声浏览未购买,新标签人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E)0新增词,123,7,5.69%,8.72,70.89,1.25,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_4k以上_0606,外部导入人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,122,5,4.10%,8.27,67.79,1.65,0,0,0,0
midea0bx3,九数_净味冰箱_4000以上_4000699L_0530,外部导入人群,PC,京东快车(搜索),冰箱0多门0426_冰箱_单投,冰箱0426WTPM,121,1,0.83%,1.37,11.32,1.37,0,0,0,0
midea0bx3,【新】冰箱04000500升TOP50,新标签人群,无线,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM0新增词,120,5,4.17%,11.49,95.75,2.3,0,0,0,0
midea0bx3,近30天烟灶热意向且冰箱未购买,挖掘人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,120,11,9.17%,37.9,315.83,3.45,0,0,0,0
midea0bx3,【新】近半年购买美的热水器+冰箱未购买,新标签人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E)0新增词,119,15,12.61%,46.86,393.78,3.12,0,0,0,0
midea0bx3,自定义0洗衣机0三洋核心意向,标签人群,无线,京东快车(搜索),冰箱0多门0318_冰箱_单投,冰箱0318WTPZM,118,6,5.08%,8.18,69.32,1.36,1,2699,16.67%,329.95
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0606,外部导入人群,无线,京东直投,,,117,0,0,0,0,0,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_无品牌倾向_0605,外部导入人群,无线,京东直投,,,116,0,0,0,0,0,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0607,外部导入人群,无线,京东直投,,,116,4,3.45%,1.72,14.83,0.43,0,0,0,0
midea0bx3,【新】6380SKU意向,新标签人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,113,28,24.78%,94.96,840.35,3.39,1,3299,3.57%,34.74
midea0bx3,【新】冰箱04000500升TOP50,新标签人群,PC,京东快车(搜索),冰箱0对开门0452_冰箱_单投,冰箱0452WKPZM0新增词,112,2,1.79%,4.01,35.8,2.01,2,4998,100.00%,1246.38
midea0bx3,自定义0空调0格力核心意向,标签人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM0新增词,111,1,0.90%,0.1,0.9,0.1,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0607,外部导入人群,无线,京东直投,,,109,3,2.75%,0.92,8.44,0.31,0,0,0,0
midea0bx3,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),冰箱0三门0260_冰箱_单投,冰箱0260WTPZM(E)0关联品类,109,2,1.83%,0.22,2.02,0.11,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_无品牌倾向_0604,外部导入人群,无线,京东直投,,,107,1,0.93%,2.84,26.54,2.84,0,0,0,0
midea0bx3,自定义0冰箱0竞品店铺浏览关注加购,标签人群,PC,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM0新增词,106,2,1.89%,3.15,29.72,1.58,1,1899,50.00%,602.86
midea0bx3,【新】再营销0未购买,新标签人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM0新增词,105,5,4.76%,10.92,104,2.18,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0607,外部导入人群,无线,京东直投,,,105,1,0.95%,0.13,1.24,0.13,0,0,0,0
midea0bx3,洗衣机0小天鹅核心意向,标签人群,PC,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM0新增词,104,0,0,0,0,0,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_4k以上_0607,外部导入人群,无线,京东直投,,,104,1,0.96%,0.94,9.04,0.94,0,0,0,0
midea0bx3,自定义0美的0全品类意向,标签人群,无线,京东快车(搜索),冰箱0对开门0531_冰箱_单投,冰箱0531WTPZM0500LTOP,102,12,11.76%,1.21,11.86,0.1,1,2999,8.33%,2478.51
midea0bx3,九数_618_冰箱_类目内_高分段_4k以上_0606,外部导入人群,PC,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,102,3,2.94%,5.16,50.59,1.72,0,0,0,0
midea0bx3,自定义0烟灶0海尔核心意向,标签人群,无线,京东快车(搜索),冰箱0对开门0452_冰箱_单投,冰箱0452WKPZM0非品牌长尾词,102,8,7.84%,33.69,330.29,4.21,1,2499,12.50%,74.18
midea0bx3,自定义0洗衣机0松下核心意向,标签人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E),102,4,3.92%,10.02,98.24,2.51,0,0,0,0
midea0bx3,九数618_冰箱_类目_高分_无品牌倾向_0615,外部导入人群,无线,京东直投,,,99,1,1.01%,0.08,0.81,0.08,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_4k以上_0608,外部导入人群,无线,京东直投,,,99,0,0,0,0,0,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0607,外部导入人群,无线,京东直投,,,98,4,4.08%,2.06,21.02,0.52,0,0,0,0
midea0bx3,九数618_冰箱_类目_高分_无品牌倾向_0614_新,外部导入人群,无线,京东直投,,,98,1,1.02%,0.93,9.49,0.93,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_无品牌倾向_0609,外部导入人群,无线,京东直投,,,97,1,1.03%,5.4,55.67,5.4,0,0,0,0
midea0bx3,自定义0冰箱0竞品店铺浏览关注加购,标签人群,无线,京东快车(搜索),冰箱0对开门0531_冰箱_单投,冰箱0531WTPZM0500LTOP,97,10,10.31%,1.01,10.41,0.1,1,2999,10.00%,2969.31
midea0bx3,近30天空洗意向且冰箱未购买,挖掘人群,无线,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM,97,5,5.15%,16.99,175.15,3.4,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_4k以上_0606,外部导入人群,无线,京东直投,,,97,0,0,0,0,0,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_4k以上_0610,外部导入人群,无线,京东直投,,,96,0,0,0,0,0,0,0,0,0
midea0bx3,【新】冰箱05000600升TOP50,新标签人群,PC,京东快车(搜索),冰箱0对开门0525_冰箱_单投,冰箱0525WKPZM0非品牌长尾词,94,0,0,0,0,0,0,0,0,0
midea0bx3,电热水器0美的核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM0新增词,94,0,0,0,0,0,0,0,0,0
midea0bx3,自定义0洗衣机0三洋核心意向,标签人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E)0新增词,93,11,11.83%,32.9,353.76,2.99,1,5498,9.09%,167.11
midea0bx3,【新】冰箱04000500升TOP50,新标签人群,PC,京东快车(搜索),冰箱0对开门0525_冰箱_单投,冰箱0525WKPZM0非品牌长尾词,93,0,0,0,0,0,0,0,0,0
midea0bx3,【新】冰箱04000500升TOP50,新标签人群,无线,京东快车(搜索),冰箱0对开门0525_冰箱_单投,冰箱0525WKPZM0新增词,91,8,8.79%,18.97,208.46,2.37,0,0,0,0
midea0bx3,智能定向人群0视觉定向,智能定向,无线,京东直投,,,91,0,0,0,0,0,0,0,0,0
midea0bx3,九数_冰箱_350004000_4000500L_0530,外部导入人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E)0新增词,90,13,14.44%,45.22,502.44,3.48,0,0,0,0
midea0bx3,近30天内加购、加关注所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),店铺推广,腰部广告,90,3,3.33%,10.15,112.78,3.38,0,0,0,0
midea0bx3,【新】冰箱0十字对开TOP50,新标签人群,PC,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM0新增词,89,0,0,0,0,0,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0618,外部导入人群,PC,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,88,0,0,0,0,0,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0606,外部导入人群,无线,京东直投,,,87,2,2.30%,1.12,12.87,0.56,0,0,0,0
midea0bx3,自定义0烟机0老板核心意向,标签人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E)0新增词,87,6,6.90%,9.86,113.33,1.64,0,0,0,0
midea0bx3,近15天空洗意向且冰箱未购买,挖掘人群,PC,京东快车(搜索),冰箱0对开门0639_冰箱_单投,冰箱0639WKPZM,86,0,0,0,0,0,0,0,0,0
midea0bx3,默认浏览人群,京选人群,无线,京东快车(搜索),冷柜0201KMR_冷柜/冰吧_单投,冷柜0201KMR0竞品,85,0,0,0,0,0,0,0,0,0
midea0bx3,自定义0空调0志高核心意向,标签人群,PC,京东快车(搜索),冰箱0对开门0525_冰箱_单投,冰箱0525WKPZM,84,0,0,0,0,0,0,0,0,0
midea0bx3,搜索0商用电器,标签人群,无线,京东快车(搜索),冷柜0143_冷柜/冰吧_单投,冷柜0143,83,4,4.82%,24.44,294.46,6.11,0,0,0,0
midea0bx3,自定义0烟机0方太核心意向,标签人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E)0新增词,82,10,12.20%,25.56,311.71,2.56,0,0,0,0
midea0bx3,【新】冰箱0对开门TOP50,新标签人群,PC,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM0新增词,82,2,2.44%,3.16,38.54,1.58,0,0,0,0
midea0bx3,近30天烟灶热意向且冰箱未购买,挖掘人群,无线,京东快车(搜索),冰箱0多门0318_冰箱_单投,冰箱0318WTPZM,81,8,9.88%,17.31,213.7,2.16,0,0,0,0
midea0bx3,自定义0洗衣机0LG核心意向,标签人群,无线,京东快车(搜索),冰箱0三门0228P_冰箱_单投,冰箱0228WTPZM,80,4,5.00%,12.75,159.38,3.19,0,0,0,0
midea0bx3,【新】冰箱0TOP50加购未购,新标签人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E)0新增词,80,7,8.75%,18.77,234.63,2.68,0,0,0,0
midea0bx3,自定义0洗衣机0LG核心意向,标签人群,PC,京东快车(搜索),冰箱0三门0260_冰箱_单投,冰箱0260WTPZM(E),78,1,1.28%,1.79,22.95,1.79,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_4k以上_0606,外部导入人群,无线,京东直投,,,78,0,0,0,0,0,0,0,0,0
midea0bx3,九数618_冰箱_类目_高分_3k_3.5k_0616,外部导入人群,无线,京东直投,,,77,2,2.60%,2.78,36.1,1.39,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0606,外部导入人群,无线,京东直投,,,76,2,2.63%,1.2,15.79,0.6,0,0,0,0
midea0bx3,【新】冰箱05000600升TOP50,新标签人群,PC,京东快车(搜索),冰箱0对开门0452_冰箱_单投,冰箱0452WKPZM0新增词,76,3,3.95%,5.67,74.61,1.89,2,4998,66.67%,881.48
midea0bx3,九数618_冰箱_类目_高分_3.5k_4k_0616,外部导入人群,无线,京东直投,,,76,2,2.63%,3.18,41.84,1.59,0,0,0,0
midea0bx3,自定义0美的0冰箱意向,标签人群,PC,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM0新增词,75,1,1.33%,1.53,20.4,1.53,0,0,0,0
midea0bx3,【新】冰箱05000600升TOP50,新标签人群,PC,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM0新增词,74,0,0,0,0,0,0,0,0,0
midea0bx3,【新】冰箱04000500升TOP50,新标签人群,PC,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM0新增词,73,1,1.37%,1.22,16.71,1.22,0,0,0,0
midea0bx3,自定义0洗衣机0TCL核心意向,标签人群,PC,京东快车(搜索),冰箱0三门0228P_冰箱_单投,冰箱0228WTPZM,73,0,0,0,0,0,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_无品牌倾向_0609,外部导入人群,无线,京东直投,,,72,0,0,0,0,0,0,0,0,0
midea0bx3,九数_净味冰箱_4000以上_4000699L_0530,外部导入人群,无线,品牌聚效,冰箱0新品 净味426&amp;639,净味新品0APP banner,72,0,0,8.85,122.92,0,0,0,0,0
midea0bx3,【新】冰箱05000600升TOP50,新标签人群,无线,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM0新增词,72,4,5.56%,11.63,161.53,2.91,0,0,0,0
midea0bx3,自定义0洗衣机0西门子核心意向,标签人群,无线,京东快车(搜索),冰箱0多门0318_冰箱_单投,冰箱0318WTPZM,70,2,2.86%,3.59,51.29,1.8,0,0,0,0
midea0bx3,【新】冰箱0美的浏览加购未购,新标签人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E)0新增词,70,11,15.71%,29.82,426,2.71,1,2999,9.09%,100.57
midea0bx3,【新】农民0有房0中高消费水平,新标签人群,PC,京东快车(搜索),冰箱0对开门0525_冰箱_单投,冰箱0525WKPZM0新增词,70,2,2.86%,5.29,75.57,2.65,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0605,外部导入人群,无线,京东直投,,,69,0,0,0,0,0,0,0,0,0
midea0bx3,自定义0烟机0方太核心意向,标签人群,PC,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E)0新增词,69,0,0,0,0,0,0,0,0,0
midea0bx3,自定义0洗衣机0TCL核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0318_冰箱_单投,冰箱0318WTPZM,69,0,0,0,0,0,0,0,0,0
midea0bx3,自定义0洗衣机0博世核心意向,标签人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM0新增词,69,5,7.25%,14.68,212.75,2.94,0,0,0,0
midea0bx3,自定义0洗衣机0三洋核心意向,标签人群,PC,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E)0新增词,68,0,0,0,0,0,0,0,0,0
midea0bx3,自定义0烟灶0海尔核心意向,标签人群,无线,京东快车(搜索),冰箱0对开门0525_冰箱_单投,冰箱0525WKPZM0非品牌长尾词,66,9,13.64%,16.79,254.39,1.87,0,0,0,0
midea0bx3,【新】再营销0未购买,新标签人群,PC,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E)0新增词,66,1,1.52%,1.3,19.7,1.3,0,0,0,0
midea0bx3,自定义0空调0格力核心意向,标签人群,PC,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E)0新增词,66,0,0,0,0,0,0,0,0,0
midea0bx3,自定义0空调0志高核心意向,标签人群,PC,京东快车(搜索),冰箱0对开门0452_冰箱_单投,冰箱0452WKPZM,65,0,0,0,0,0,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_无品牌倾向_0604,外部导入人群,无线,京东直投,,,65,1,1.54%,0.62,9.54,0.62,0,0,0,0
midea0bx3,自定义0烟机0老板核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM0新增词,65,6,9.23%,9.31,143.23,1.55,0,0,0,0
midea0bx3,【新】冰箱0容声浏览未购买,新标签人群,PC,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E)0新增词,65,0,0,0,0,0,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0606,外部导入人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,65,1,1.54%,1.62,24.92,1.62,0,0,0,0
midea0bx3,【新】冰箱05000600升TOP50,新标签人群,PC,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM0新增词,64,1,1.56%,1.52,23.75,1.52,0,0,0,0
midea0bx3,默认拉新人群,京选人群,无线,京东快车(搜索),冷柜0220_冷柜/冰吧_单投,冷柜0220VM(E),64,2,3.13%,6.31,98.59,3.16,0,0,0,0
midea0bx3,搜索0商用电器,标签人群,PC,京东快车(搜索),冷柜0143_冷柜/冰吧_单投,冷柜0143,63,0,0,0,0,0,0,0,0,0
midea0bx3,自定义0空调0奥克斯核心意向,标签人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM0新增词,61,1,1.64%,0.1,1.64,0.1,0,0,0,0
midea0bx3,【新】冰箱0竞品词搜索,新标签人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM0新增词,61,6,9.84%,12.84,210.49,2.14,0,0,0,0
midea0bx3,自定义0洗衣机0三洋核心意向,标签人群,PC,京东快车(搜索),冰箱0对开门0531_冰箱_单投,冰箱0531WTPZM0新增词,61,0,0,0,0,0,0,0,0,0
midea0bx3,【新】618大促京东快车广告再营销人群,京选人群,无线,品牌聚效,冰箱日常活动_冰箱,冰箱日常推广0APP BANNER,60,0,0,2.62,43.67,0,0,0,0,0
midea0bx3,自定义0洗衣机0LG核心意向,标签人群,无线,京东快车(搜索),冰箱0三门0260_冰箱_单投,冰箱0260WTPZM(E),60,3,5.00%,0.33,5.5,0.11,0,0,0,0
midea0bx3,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),冰箱0三门0260_冰箱_单投,冰箱0260WTPZM(E)030天浏览加购关注,60,1,1.67%,0.1,1.67,0.1,0,0,0,0
midea0bx3,双11！冰箱的购买意向用户,,PC,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM,59,0,0,0,0,0,0,0,0,0
midea0bx3,自定义0空调0格力核心意向,标签人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E)0新增词,57,3,5.26%,8.24,144.56,2.75,0,0,0,0
midea0bx3,近15天空洗意向且冰箱未购买,挖掘人群,PC,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,57,1,1.75%,3.32,58.25,3.32,0,0,0,0
midea0bx3,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,无线,品牌聚效,冷柜日常活动_冷柜,冷柜日常推广0APP BANNER,55,0,0,0,0,0,1,1299,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_4k以上_0607,外部导入人群,无线,京东直投,,,55,0,0,0,0,0,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0618,外部导入人群,PC,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,54,3,5.56%,3.06,56.67,1.02,0,0,0,0
midea0bx3,搜索0商用电器,标签人群,PC,京东快车(搜索),冷柜0201KMR_冷柜/冰吧_单投,冷柜0201KMR,54,0,0,0,0,0,0,0,0,0
midea0bx3,【新】冰箱05000600升TOP50,新标签人群,无线,京东快车(搜索),冰箱0对开门0525_冰箱_单投,冰箱0525WKPZM0新增词,54,8,14.81%,20.09,372.04,2.51,0,0,0,0
midea0bx3,【新】冰箱0十字对开TOP50,新标签人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM0新增词,53,3,5.66%,5.88,110.94,1.96,0,0,0,0
midea0bx3,自定义0洗衣机0TCL核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM0新增词,53,1,1.89%,1.07,20.19,1.07,0,0,0,0
midea0bx3,【新】商用品类浏览偏好,新标签人群,无线,京东快车(搜索),冷柜0230_冷柜/冰吧_单投,冷柜0230GM02000300L,53,3,5.66%,0.3,5.66,0.1,0,0,0,0
midea0bx3,自定义0烟机0方太核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM0新增词,51,3,5.88%,4.66,91.37,1.55,0,0,0,0
midea0bx3,双11！冰箱的购买意向用户,,无线,京东快车(搜索),冰箱0对开门0531_冰箱_单投,冰箱0531WTPZM,50,1,2.00%,5.94,118.8,5.94,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0609,外部导入人群,无线,京东直投,,,50,0,0,0,0,0,0,0,0,0
midea0bx3,近15天空洗意向且冰箱未购买,挖掘人群,无线,京东快车(搜索),冰箱0对开门0531_冰箱_单投,冰箱0531WTPZM,49,2,4.08%,6.77,138.16,3.39,0,0,0,0
midea0bx3,自定义0洗衣机0海尔核心意向,标签人群,PC,京东快车(搜索),冰箱0对开门0452_冰箱_单投,冰箱0452WKPZM0非品牌长尾词,49,0,0,0,0,0,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_4k以上_0606,外部导入人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,49,0,0,0,0,0,0,0,0,0
midea0bx3,近30天烟灶热意向且冰箱未购买,挖掘人群,无线,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM,48,2,4.17%,5.09,106.04,2.55,0,0,0,0
midea0bx3,男026到450高级白领及以上,标签人群,无线,京东快车(搜索),冰箱0对开门0531_冰箱_单投,冰箱0531WTPZM0500LTOP,47,5,10.64%,0.5,10.64,0.1,0,0,0,0
midea0bx3,自定义0烟机0老板核心意向,标签人群,PC,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E)0新增词,47,0,0,0,0,0,0,0,0,0
midea0bx3,自定义0洗衣机0西门子核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0318_冰箱_单投,冰箱0318WTPZM,47,0,0,0,0,0,0,0,0,0
midea0bx3,自定义0洗衣机0三洋核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0318_冰箱_单投,冰箱0318WTPZM,47,0,0,0,0,0,0,0,0,0
midea0bx3,自定义0商用关联品类1800元以下意向用户,标签人群,无线,京东快车(搜索),冷柜0423_冷柜/冰吧_单投,冷柜0423DKEM(E)0SKU,46,0,0,0,0,0,0,0,0,0
midea0bx3,默认浏览人群,京选人群,无线,品牌聚效,冷柜日常活动_冷柜,冷柜日常推广0APP BANNER,46,0,0,0,0,0,0,0,0,0
midea0bx3,搜索0美的,标签人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM0新增词,45,0,0,0,0,0,0,0,0,0
midea0bx3,【新】6380SKU意向,新标签人群,无线,京东快车(搜索),冰箱0对开门0639_冰箱_单投,冰箱0639WKPZM,45,3,6.67%,5.47,121.56,1.82,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_无品牌倾向_0607,外部导入人群,无线,京东直投,,,44,2,4.55%,1.32,30,0.66,0,0,0,0
midea0bx3,默认浏览人群,京选人群,无线,京东快车(搜索),冷柜0423_冷柜/冰吧_单投,冷柜0423DKEM(E)0SKU,43,0,0,0,0,0,0,0,0,0
midea0bx3,自定义0洗衣机0松下核心意向,标签人群,PC,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM0新增词,43,0,0,0,0,0,0,0,0,0
midea0bx3,【新】近半年购买美的空调+冰箱未购买,新标签人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E)0新增词,43,4,9.30%,8.96,208.37,2.24,0,0,0,0
midea0bx3,【新】近半年购买美的热水器+冰箱未购买,新标签人群,PC,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E)0新增词,43,1,2.33%,3.94,91.63,3.94,0,0,0,0
midea0bx3,自定义0美的0冷柜意向,标签人群,无线,京东快车(搜索),冷柜0230_冷柜/冰吧_单投,冷柜0230GM02000300L,42,0,0,0,0,0,0,0,0,0
midea0bx3,默认购买人群,京选人群,无线,京东快车(搜索),冷柜0423_冷柜/冰吧_单投,冷柜0423DKEM(E)0SKU,42,0,0,0,0,0,0,0,0,0
